Player,Pos,Team,Total Value,APY,TotalGuaranteed,AVGGuranteeYear, %Guaranteed,,23624.82895,456 IN LOWER CLASS,,23.218,,,,
Daron Payne,IDL,Commanders,90000000,22500000,46010000,11502500,0.51,,,,,,,,,
Dexter Lawrence,IDL,Giants,90000000,22500000,46500000,11625000,0.52,,,,,,,,,
Stefon Diggs,WR,Texans,22520000,22520000,22015000,22015000,0.98,,,,,,,,,
Calvin Ridley,WR,Titans,92000000,23000000,46980000,11745000,0.51,,,,,,,,,
DeForest Buckner,IDL,Colts,46000000,23000000,43250000,21625000,0.94,,,,,,,,,
Terry McLaurin,WR,Commanders,69600000,23200000,34654118,11551373,0.5,,,,,,,,,
"Michael Pittman, Jr.",WR,Colts,70000000,23333333,41000000,13666667,0.59,,,,,,,,,
Andrew Thomas,LT,Giants,117500000,23500000,67000000,13400000,0.57,,,,,,,,,
Jeffery Simmons,IDL,Titans,94000000,23500000,47830000,11957500,0.51,,,,,,,,,
Maxx Crosby,EDGE,Raiders,94000000,23500000,26515000,6628750,0.28,,,,,,,,,
Deebo Samuel,WR,49ers,71550000,23850000,41000000,13666667,0.57,,,,,,,,,
D.K. Metcalf,WR,Seahawks,72000000,24000000,31000000,10333333,0.43,,,,,,,,,
Derrick Brown,IDL,Panthers,96000000,24000000,41165000,10291250,0.43,,,,,,,,,
Patrick Surtain II,CB,Broncos,96000000,24000000,40688565,10172141,0.42,,,,,,,,,
Quinnen Williams,IDL,Jets,96000000,24000000,47835000,11958750,0.5,,,,,,,,,
Rashan Gary,EDGE,Packers,96000000,24000000,34636928,8659232,0.36,,,,,,,,,
Jalen Ramsey,CB,Dolphins,72300000,24100000,24235000,8078333,0.34,,,,,,,,,
Nico Collins,WR,Texans,72750000,24250000,32116000,10705333,0.44,,,,,,,,,
Danielle Hunter,EDGE,Texans,49000000,24500000,48000000,24000000,0.98,,,,,,,,,
Montez Sweat,EDGE,Bears,98000000,24500000,41965000,10491250,0.43,,,,,,,,,
Nnamdi Madubuike,IDL,Ravens,98000000,24500000,48500000,12125000,0.5,,,,,,,,,
DeVonta Smith,WR,Eagles,75000000,25000000,33997554,11332518,0.45,,,,,,,,,
Geno Smith,QB,Seahawks,75000000,25000000,27300000,9100000,0.36,,,,,,,,,
Laremy Tunsil,LT,Texans,75000000,25000000,50000000,16666667,0.67,,,,,,,,,
Myles Garrett,EDGE,Browns,125000000,25000000,50000000,10000000,0.4,,,,,,,,,
Christian Darrisaw,LT,Vikings,104000000,26000000,43725000,10931250,0.42,,,,,,,,,
Cooper Kupp,WR,Rams,80100000,26700000,35000000,11666667,0.44,,,,,,,,,
Christian Wilkins,IDL,Raiders,110000000,27500000,57500000,14375000,0.52,,,,,,,,,
D.J. Moore,WR,Bears,110000000,27500000,43650000,10912500,0.4,,,,,,,,,
Trent Williams,LT,49ers,82660000,27553333,26900000,8966667,0.33,,,,,,,,,
Davante Adams,WR,Raiders,140000000,28000000,22750000,4550000,0.16,,,,,,,,,
Penei Sewell,RT,Lions,112000000,28000000,42986236,10746559,0.38,,,,,,,,,
T.J. Watt,EDGE,Steelers,112011000,28002750,80000000,20000000,0.71,,,,,,,,,
Tristan Wirfs,RT,Buccaneers,140625000,28125000,52244000,10448800,0.37,,,,,,,,,
Brian Burns,EDGE,Giants,141000000,28200000,76000000,15200000,0.54,,,,,,,,,
Jaylen Waddle,WR,Dolphins,84750000,28250000,35978546,11992849,0.43,,,,,,,,,
Joshua Hines-Allen,EDGE,Jaguars,141250000,28250000,76500000,15300000,0.54,,,,,,,,,
Brandon Aiyuk,WR,49ers,120000000,30000000,45000000,11250000,0.38,,,,,,,,,
Tyreek Hill,WR,Dolphins,90000000,30000000,54000000,18000000,0.6,,,,,,,,,
Amon-Ra St. Brown,WR,Lions,120010000,30002500,34666000,8666500,0.29,,,,,,,,,
Chris Jones,IDL,Chiefs,158750000,31750000,60000000,12000000,0.38,,,,,,,,,
A.J. Brown,WR,Eagles,96000000,32000000,51000000,17000000,0.53,,,,,,,,,
Baker Mayfield,QB,Buccaneers,100000000,33333333,40000000,13333333,0.4,,,,,,,,,
CeeDee Lamb,WR,Cowboys,136000000,34000000,67000000,16750000,0.49,,,,,,,,,
Nick Bosa,EDGE,49ers,170000000,34000000,88000000,17600000,0.52,,,,,,,,,
Justin Jefferson,WR,Vikings,140000000,35000000,88743000,22185750,0.63,,,,,,,,,
Aaron Rodgers,QB,Jets,112500000,37500000,75000000,25000000,0.67,,,,,,,,,
Derek Carr,QB,Saints,150000000,37500000,60000000,15000000,0.4,,,,,,,,,
Daniel Jones,QB,Giants,160000000,40000000,81000000,20250000,0.51,,,,,,,,,
Matt Stafford,QB,Rams,160000000,40000000,63000000,15750000,0.39,,,,,,,,,
Josh Allen,QB,Bills,258000000,43000000,100000000,16666667,0.39,,,,,,,,,
Kirk Cousins,QB,Falcons,180000000,45000000,90000000,22500000,0.5,,,,,,,,,
Patrick Mahomes,QB,Chiefs,450000000,45000000,63081905,6308191,0.14,,,,,,,,,
Deshaun Watson,QB,Browns,230000000,46000000,230000000,46000000,1,,,,,,,,,
Kyler Murray,QB,Cardinals,230500000,46100000,103300000,20660000,0.45,,,,,,,,,
Jalen Hurts,QB,Eagles,255000000,51000000,110000000,22000000,0.43,,,,,,,,,
Lamar Jackson,QB,Ravens,260000000,52000000,135000000,27000000,0.52,,,,,,,,,
Justin Herbert,QB,Chargers,262500000,52500000,133738375,26747675,0.51,,,,,,,,,
Jared Goff,QB,Lions,212000000,53000000,113611832,28402958,0.54,,,,,,,,,
Tua Tagovailoa,QB,Dolphins,212400000,53100000,93171000,23292750,0.44,,,,,,,,,
Joe Burrow,QB,Bengals,275000000,55000000,146510000,29302000,0.53,,,,,,,,,
Jordan Love,QB,Packers,220000000,55000000,100800000,25200000,0.46,,,,,,,,,
Trevor Lawrence,QB,Jaguars,275000000,55000000,142000000,28400000,0.52,,,,,,,,,
Dak Prescott,QB,Cowboys,240000000,60000000,129000000,32250000,0.54,,,,,,,,,
